%time,field.data
1439976756199995994, -191   114   991 -1071  -339  7170   266   -65  -372

1439976756239963054, -172    88   998 -1334    15  7720   252   -76  -374

1439976756279829978, -250    20  1006  -669  -251  6748   238   -84  -377

1439976756320044994, -150    35   985  -158  -582  6715   222   -94  -379

1439976756359601974, -118    64  1008  -464   185  4489   211   -99  -380

1439976756399804115, -185    64  1003   -48   105  4901   202  -104  -382

1439976756439910888, -177   108  1014  -215   -92  5220   190  -109  -382

1439976756479847908, -133   134  1025  -261   331  4728   180  -113  -384

1439976756519731044, -237    81   981  -146  -109  4890   173  -115  -386

1439976756559853076, -110    80  1022   399  -263  4676   159  -119  -386

1439976756599777936, -214    69  1014  -165   585  2913   152  -122  -387

1439976756639892101, -343   -29  1027   299    58  1999   147  -122  -389

1439976756680237054, -365   -36   987   449  -424  2590   142  -124  -389

1439976756720444917, -269   -62  1021   306   -98   843   136  -125  -388

1439976756760390996, -352   -91   995   290   319  -605   137  -125  -390

1439976756799679040, -315   -87  1010   492  -267   729   137  -124  -390

1439976756839994907, -253   -89  1084   381    -3  -381   137  -126  -390

1439976756879851102, -259   -78  1065   314  -259 -1389   138  -124  -390

1439976756919879913, -201   -66  1067   337  -316 -1684   142  -123  -392

1439976756959768056, -203   -92  1036   544  -490 -2279   146  -121  -392

1439976756999675035, -208   -47  1050   -15  -440 -2959   151  -119  -392

1439976757039884090, -263   -64  1038   136  -623 -2448   157  -113  -394

1439976757080025911, -180   -56  1016   -79  -666 -2786   161  -109  -396

1439976757119973897, -171   -71  1012   -50  -284 -3514   168  -103  -397

1439976757160604000, -158   -55   992  -205    35 -3957   178   -97  -398

1439976757199796915, -186   -89  1030  -173   185 -4458   189   -88  -399

1439976757239583015, -156   -69  1036   507  -302 -3993   198   -82  -400

1439976757279712915, -126   -59  1024   608    40 -4612   206   -75  -399

1439976757320200920, -119     0  1013   390  -135 -4918   216   -69  -399

1439976757359998941,  -98    32  1033   367   291 -5523   227   -59  -399

1439976757399831056, -153    20  1033   499   134 -5272   238   -48  -398

1439976757440083026, -133    25  1030   856    36 -5378   247   -40  -397

1439976757479927062, -157    -7  1022   751  -149 -5221   256   -31  -397

1439976757520190954,  -86   -46  1031   893    20 -5600   264   -20  -396

1439976757560117959, -188    -1  1000  1362    67 -5846   271   -14  -394

1439976757599783897, -181    27  1000  1396  -423 -5574   277    -5  -394

1439976757639646053, -105    69   974  1271  -201 -5885   282     5  -393

1439976757679477930, -143    11   984  1001  -146 -5926   289    16  -392

1439976757720129966, -112     1   965  1134  -288 -5593   294    28  -392

1439976757760278940, -129    16   986  1226  -128 -5796   298    40  -392

1439976757799806118, -109    17   997  1031  -133 -5511   301    49  -392

1439976757840275049, -106     9  1011  1231   -53 -5527   304    59  -390

1439976757879719972,  -85    38  1034  1119    21 -5194   307    71  -392

1439976757919742107, -131    11  1029   719   357 -5770   311    83  -389

1439976757960066080, -144   -36  1038  1065  -327 -5011   311    96  -388

1439976758000067949,  -44    11  1053  1156  -155 -4838   312   106  -388

1439976758040038108,  -51   -17  1052   642   356 -5369   311   117  -388

1439976758080595016, -103   -16  1079   614   483 -5429   311   131  -387

1439976758120076894, -146    -9  1080   734   242 -5105   312   143  -387

1439976758160121917,  -81    49  1079   638   280 -5069   310   154  -385

1439976758199821949, -125    57  1079   377   379 -5192   309   167  -385

1439976758240246057,  -90   100  1117  1013  -366 -4351   305   178  -383

1439976758279695034,   -6   175  1145   320   222 -4908   301   187  -384

1439976758320699930, -146   120  1126  -516    59 -5370   297   204  -382

1439976758359745979,  -39   118  1058   412  -638 -4199   290   216  -382

1439976758399713993,  -13   132  1057   -46   -14 -4809   283   226  -382

1439976758439665079,  -62    79  1042  -410   179 -4955   277   240  -379

1439976758481018066,  -43    43  1011   -43   217 -4799   270   252  -378

1439976758519804000,  -91    24  1006   331   247 -5018   263   262  -375

1439976758560199975,  -53   -13   992   230   278 -4964   253   271  -375

1439976758599688053,  -79   -14  1009   827   246 -5304   246   278  -374

1439976758639882087,  -73    99   996   834   382 -5412   236   284  -373

1439976758679987907,  -81    74  1001   386   305 -5381   226   293  -375

1439976758719871044,  -59    23   993   658   454 -5572   214   299  -373

1439976758759648084,  -80    31  1003   877   388 -5616   201   304  -372

1439976758799715042,  -72    68  1025   949   330 -5644   189   308  -372

1439976758840311050,  -73    98  1011   869   407 -5858   175   311  -371

1439976758879698991,  -88   100  1019  1130   148 -5714   160   313  -372

1439976758920244932,  -68    95  1010   869   307 -5780   147   312  -372

1439976758959973096,  -79    28  1009  1226    24 -5641   131   313  -375

1439976759000726938,   -6    35   998  1472    51 -5568   115   309  -376

1439976759040396928,  -37    55   990  1315   230 -5639   101   304  -379

1439976759079807996,  -88    51   991  1313    99 -5273    87   301  -380

1439976759119868040,  -71    55  1010  1344    88 -5034    75   296  -382

1439976759159539937,  -73     2  1018  1143   266 -5013    64   290  -382

1439976759200242042, -136   -24  1013  1507   -48 -4869    54   284  -384

1439976759240001916,  -96    59  1040  1940  -197 -4501    41   275  -388

1439976759279762029,  -89    55  1059  1499  -186 -4525    30   265  -389

1439976759320643901,  -84    51  1082  1129  -202 -4496    19   257  -390

1439976759359834909,  -86    72  1112   914   238 -4692    10   250  -390

1439976759399982929, -171    79  1112   620  -172 -4368     0   242  -391

1439976759439678907, -106    33  1088   370  -241 -4414    -9   236  -391

1439976759479989051, -114    11  1067   539  -281 -4491   -19   228  -390

1439976759519824028,  -84    37  1069   526  -277 -4487   -29   221  -390

1439976759559731960,  -51    23  1045   341  -210 -4466   -37   214  -391

1439976759600440025,  -61    37  1052   422  -154 -4503   -44   209  -390

1439976759640434980,  -85    55  1040   542  -366 -4137   -51   200  -390

1439976759679841041,   -9    43  1031   464  -244 -4016   -59   191  -391

1439976759720000028,  -27    28  1075   181   163 -4228   -65   184  -391

1439976759759746074,  -81    34  1063   208  -171 -4025   -68   176  -391

1439976759799777030,   16    37  1021   358  -408 -3758   -75   169  -391

1439976759839817047,   42    60  1005   349  -213 -3747   -81   160  -391

1439976759879719972,   14    82  1018   128   -63 -3647   -84   152  -390

1439976759919806003,  -21    55   999    76  -136 -3610   -88   145  -390

1439976759959800958,    0    59   959   441  -367 -3303   -92   137  -391

1439976759999639987,   46    49   979   464  -123 -3300   -95   130  -391

1439976760041333913,   53   -10  1002   437   173 -3513   -96   122  -392

1439976760079840898,   34    27  1024   757   272 -3412   -97   112  -392

1439976760119596958,   13    57  1051   809   103 -3204   -97   103  -394

1439976760160070896,   44    94  1048   826    -5 -2965   -98    94  -395

1439976760200092077,  111   104  1036   608  -226 -2673   -98    87  -396

1439976760239665985,  203    47  1024   128   -21 -2607   -98    82  -396

1439976760280069112,  225    60  1075   713   -23 -2084   -98    76  -396

1439976760320209980,  297   139  1101   687  -119 -1434   -98    71  -396

1439976760360193967,  348   153  1118   336  -224  -933   -98    68  -396

1439976760399889945,  318   158  1122   167  -202  -546   -97    67  -398

1439976760439765930,  311   141  1085   249  -525   786   -99    69  -397

1439976760480045080,  365   112  1041   165  -353  1313   -99    74  -395

1439976760520092010,  274   115  1037    76  -134  1947   -99    79  -396

1439976760559942007,  257    95  1025   126   -11  2557   -98    86  -396

1439976760599999904,  141    85  1021   440   -90  3279   -96    95  -397

1439976760639637947,   85   115  1020   428  -291  3542   -95   102  -395

1439976760679604053,   85    72   987    58  -320  3849   -93   112  -395

1439976760720047950,    8    54  1001   219  -281  3991   -90   123  -395

1439976760760175943,   29    43  1028   414  -451  4145   -88   134  -394

1439976760801080942,   -8    58  1023   449  -580  4342   -86   143  -394

1439976760839940071,   10    73  1054   523  -619  4360   -83   152  -392

1439976760880350112,  -36    63  1034   419  -636  4408   -79   163  -392

1439976760920088052,  -15    71  1038   642  -751  4595   -76   174  -389

1439976760960355997,  -13    59  1033   479  -635  4580   -70   183  -388

1439976761000140905,   -5    44  1020   416  -365  4509   -64   193  -386

1439976761039659976,  -66    42  1028   316  -350  4440   -57   204  -387

1439976761080763101,  -73    69  1032   473  -436  4520   -50   213  -386

1439976761120424985,  -57    41  1046   403  -490  4245   -42   222  -385

1439976761160132884,  -51    29  1026   505  -549  4321   -35   231  -386

1439976761201308012,  -19    29  1038   602  -266  4163   -26   237  -384

1439976761240255117,    2    77  1038   543  -112  4203   -17   244  -385

1439976761279975891,  -89    66  1032   438   328  3348    -8   249  -386

1439976761320013046, -129    62  1032   504  -228  4472     3   253  -388

1439976761360049962,  -36    43  1081   245  -741  5043    13   261  -385

1439976761400505065,  -63    34  1044   131  -716  4642    23   267  -384

1439976761441450119,   11    35  1060   380  -436  5102    34   274  -383

1439976761480289936,  -82    62  1060   174    -1  4608    46   278  -384

1439976761519958972,  -87    35  1053    49  -298  4961    59   284  -383

1439976761560333013,  -62    27  1042   267  -220  5442    73   289  -384

1439976761601418972,  -82    34  1035   317  -206  4925    88   291  -384

1439976761639585971,  -69    55  1003    93   183  4710   102   294  -382

1439976761680259943, -125     2   998   434  -233  5154   112   295  -384

1439976761719679117, -116    41   994   534  -317  5443   126   293  -383

1439976761759659051, -103     9  1013    11   -86  4682   139   294  -383

1439976761799967050, -107    -4  1021   -74  -128  4586   153   293  -382

1439976761839865922, -109   -14  1048     1  -165  4926   165   291  -380

1439976761880249023, -111    27  1053   139  -242  4701   177   290  -380

1439976761920696973, -109    57  1061    57  -277  4929   189   287  -380

1439976761959729909, -139    50  1055  -182  -120  4750   201   285  -378

1439976761999845027, -138    86  1037   424  -429  4900   213   280  -378

1439976762040384054,  -99   123  1027   417  -351  5223   224   273  -378

1439976762080271005,  -73    69  1038    75  -349  5068   235   266  -379

1439976762120436906,  -83   114  1007   183    64  4774   244   260  -379

1439976762159975051,  -70   107  1003   -79  -142  4902   256   253  -377

1439976762200903892,  -70    86  1003   118  -251  4701   265   247  -377

1439976762241312026,  -47   100  1002   317  -134  4377   273   238  -377

1439976762279719114,  -67    81  1007   360  -325  4023   280   230  -377

1439976762320162057,  -44   126  1008   584  -112  4566   287   220  -377

1439976762359632015,  -17    51  1026    93  -317  4455   293   209  -377

1439976762399528026, -108    73  1020   222  -252  3567   299   201  -376

1439976762439940929,  -94    84  1016   336 -1264  5737   303   190  -377

1439976762480192899,  -29    70  1035   762 -1039  5801   304   176  -381

1439976762520129919,   31    89   944   544   559  4420   308   163  -380

1439976762559755086,  -52   175  1010   625   299  5018   312   153  -381

1439976762599912881,  -44   138  1012   831   478  5722   316   136  -380

1439976762640505075, -117    39  1029   575   905  3646   323   125  -378

1439976762679647922, -159   112   971  -740   918  4401   328   117  -374

1439976762719835042, -223    -8  1033    -1   274  6522   331   108  -373

1439976762759915113,  -78    98  1108  1505  2161  3617   333    91  -370

1439976762800034999, -379   135  1020  1323  1819  3142   343    78  -363

1439976762839708089, -193    92  1139  -572  1861  4682   345    68  -359

1439976762879987955, -382    30   993  2224 -1593  2015   349    51  -355

1439976762919766902, -330   117  1007  1384  -499  1842   343    46  -358

1439976762960345983, -237    58   966   717 -2743  3995   335    33  -361

1439976763002232074, -168    33  1108  1197 -1347   -26   326    27  -365

1439976763039700031, -354   -49   896  1765 -2174   637   323    23  -364

1439976763080118894,  -23    67  1019  1750 -2046  2623   312    10  -369

1439976763120263099, -102   -30   972  -336  -651   463   307     6  -370

1439976763161947011,  -52    -9  1055   771   159  1877   305     5  -371

1439976763200833082,  -68    97  1083   -86  1135  1109   306    -1  -368

1439976763239518880, -136  -192  1004 -4708   323  8491   307     1  -368

1439976763280308961,  -24    68  1073  -362  -729  4068   296    -8  -372

1439976763320329904,  -44  -148  1012  -406  1224  -267   298    -7  -370

1439976763359947919, -318   176  1028   -44  3966  2037   308    -8  -363

1439976763399744987, -182  -199   944 -3371  2097  3568   314    -6  -361

1439976763439950942, -312   -37  1103   393  3437 -1131   327     1  -355

1439976763479753971, -145    76  1006 -3665  2499  -981   337    12  -351

1439976763519886970, -404   -69  1241  3759   250  5538   346    14  -345

1439976763560195922, -113  -154  1061  1301  4267  1371   348    -8  -335

1439976763600220918, -400  -119   900 -1332  6130  -985   366    -2  -319

1439976763639694929, -464   -52   974  -936  5761  1976   385     1  -301

1439976763679883956, -345   -87   855  -412 11095   437   406    -3  -268

1439976763720328092, -745   -54   929 -3163  8337   253   432     5  -233

1439976763759836912, -544  -170   716 -1792  7118  2900   440     4  -211

1439976763801172971, -913    17   633 -2214  9768  1044   449    -8  -176

1439976763839994907, -886  -168   561 -4377  9610  2932   456   -12  -139

1439976763879848957,-1032  -158   476 -2806  8743 -1156   460   -13  -103

1439976763921163082,-1016  -139   396  -876  5127   537   461   -10   -75

1439976763959741115,-1131  -102   251 -1583  4000   475   459   -12   -56

1439976763999666929, -810     6   380 -1271  5912   591   456   -18   -38

1439976764039642095, -888  -143   108 -5548  7434  -886   449   -19   -10

1439976764079700946,-1004  -274    -8 -2553  8838    18   441   -23    19

1439976764119961023,-1098  -189    79   952  4265  1817   427   -28    48

1439976764159641027, -988  -123   -88  1591  1150  2562   420   -36    59

1439976764200382947, -976    61    86   373  3617  1011   412   -44    69

1439976764239871025,-1115   -67     0   475   780   921   405   -45    78

1439976764280025005,-1082   -44   -20  1141  -902   903   403   -49    79

1439976764320391893,-1010   -62    66  -359  1149 -1110   404   -50    78

1439976764360248088,-1132   -76    14  -910  -844  -208   404   -50    79

1439976764399657011,-1029  -112    55  -903  -852   270   404   -52    74

1439976764439878940,-1054   -53   154  -779   -46   -31   404   -55    72

1439976764480320930,-1053   -48   135 -2656  -413 -1005   404   -58    69

1439976764520123958,-1060  -100    47 -1828  -728  -584   406   -61    63

1439976764560039997,-1095    47   101 -2599 -1621  -145   409   -65    55

1439976764600202083,-1028   -27    65 -3635 -1532  -501   411   -70    43

1439976764640355110,-1063   -21    51 -2820  -156  -902   413   -73    36

1439976764680396080,-1062    23    42 -3106 -1335  -303   414   -76    27

1439976764720074892,-1049    30    49 -3743  -826  -505   417   -81    17

1439976764760400056,-1106   -16   -30 -2933  -896  -502   418   -85     9

1439976764800131082,-1017    43    33 -2786 -1722    36   420   -89    -3

1439976764840783119,-1022    -6    -1 -3363  -224  -845   421   -89    -9

1439976764879707098,-1055    15   -33 -2610  -960  -559   423   -90   -17

1439976764919949054, -999     9   -18 -2503 -1613  -187   426   -90   -27

1439976764959947109, -959    50    30 -3110  -296  -602   427   -93   -37

1439976765000230073, -997    22     8 -3461  -422  -147   429   -94   -45

1439976765039887905,-1054     1   -52 -3012  -560  -122   429   -96   -54

1439976765080271005, -977   100    63 -3303  -344  -158   430   -95   -62

1439976765119847059,-1075    63    16 -3863  -459  -197   431   -95   -70

1439976765159987926,-1072    67   -28 -3456  -507  -299   434   -96   -80

1439976765200300931,-1000   143    19 -4186  -556  -430   435   -94   -90

1439976765240657091,-1067    85   -80 -4238  -189  -426   436   -92   -99

1439976765280057907,-1073    87  -120 -3963 -1073  -264   439   -91  -110

1439976765320302963,-1010    91   -94 -4037  -200  -350   440   -88  -121

1439976765359426975,-1068    72  -123 -4187  -703  -384   442   -83  -132

1439976765399840116, -990    85  -116 -3642  -735   -73   444   -78  -143

1439976765440138101,-1023    74  -131 -3791  -409   -77   444   -75  -153

1439976765480138063,-1055    65  -148 -3636  -500   -59   444   -71  -162

1439976765520260095,-1037   114  -148 -3552  -570  -133   445   -67  -169

1439976765560059070,-1016   100  -189 -3440  -577   -99   445   -62  -179

1439976765599627017,-1037   108  -265 -3080  -455  -332   446   -55  -187

1439976765639790058,-1033    62  -319 -2646  -614  -278   447   -49  -194

1439976765679610013,-1028    37  -410 -1884  -494  -291   447   -45  -201

1439976765719688892,-1045    14  -433  -947  -532  -210   447   -41  -204

1439976765760428905,-1015     8  -453  -117  -320  -192   446   -40  -206

1439976765800178050,-1007    18  -446   867  -121  -142   447   -41  -207

1439976765841197013, -970    59  -396  1751  -230   104   446   -42  -204

1439976765880068063, -968    70  -359  2428   144   151   446   -45  -202

1439976765919802904,-1012    89  -334  2990   184   146   446   -49  -196

1439976765959728956,-1031    73  -329  3699  -387   253   445   -54  -191

1439976765999916076, -951   106  -239  4343  -166   327   445   -60  -186

1439976766040347099,-1000   111  -217  4361   224   493   442   -68  -178

1439976766079991102,-1088    95  -232  5029   331   546   441   -77  -168

1439976766120066881,-1076   143  -176  5479    55   498   440   -84  -156

1439976766159584999,-1030   159  -137  5468   -78   440   437   -91  -145

1439976766199598073,-1062   192  -128  5864  -342   533   434   -97  -133

1439976766239639997,-1045   209  -104  5782  -328   575   432  -104  -122

1439976766280410051,-1103   241  -117  5876  -296   302   428  -109  -111

1439976766320143938,-1053   240   -97  5977  -636   223   427  -113  -100

1439976766359721899,-1009   245   -80  6138  -169   129   424  -114   -87

1439976766399580955,-1039   238   -80  6301   -47   225   422  -115   -75

1439976766440184116,-1044   231   -70  6167  -174   211   419  -115   -63

1439976766480178117,-1002   221   -35  6196   -30   181   417  -114   -51

1439976766520322084,-1009   202   -27  6364   124   357   416  -112   -37

1439976766560657978,-1029   217     6  6359   337   483   415  -111   -22

1439976766599937915,-1033   194    38  6245     4   563   412  -108    -9

1439976766640002012, -968   199    68  6036   338   660   409  -105     1

1439976766679915904,-1016   186    24  5746   996   544   407   -99    17

1439976766720601081,-1050   247    43  5862   280   721   404   -96    30

1439976766760411977,-1055   221    45  5357  -290   648   402   -92    40

1439976766799731016,-1028   217     9  5264   -32   451   401   -86    48

1439976766840145111,-1092   214   -75  5490  -251   364   399   -80    57

1439976766881196975,-1048   258   -74  5720  -599   336   400   -71    64

1439976766920200109,-1018   296   -25  6076   -29   311   399   -65    70

1439976766959728956,-1088   273   -21  6141  -184   502   396   -55    78

1439976767000569105,-1102   271     1  6593   -34   384   395   -44    85

1439976767039850950,-1049   300    60  6749    -4   387   392   -33    94

1439976767079797983,-1066   298    92  6773   259   344   392   -20   101

1439976767120419979,-1065   272   114  6554   -31   321   390    -5   109

1439976767160468101,-1046   262   131  6570   248   318   390     9   114

1439976767200126886,-1043   267   127  6147   557   280   389    24   119

1439976767240010976,-1071   210    51  6114   333   348   386    38   123

1439976767280097961,-1067   224    80  6466   327   385   385    53   128

1439976767320255041,-1068   239   183  5942   468   320   384    68   131

1439976767359766960,-1120   215   133  5847   283   278   384    82   131

1439976767400190114,-1038   207   166  5737    21   358   384    96   132

1439976767440021038,-1092   216   194  5066   308   134   385   111   130

1439976767479804992,-1035   162   214  4735  -416   143   387   121   129

1439976767519722938,-1043   106   244  4390    16    89   387   133   126

1439976767559935092,-1047    97   298  3735   184   151   388   143   124

1439976767599781036,-1073    52   311  3198   172   106   388   152   123

1439976767639986038,-1050    45   303  2506   209    49   388   158   121

1439976767680063962,-1052    28   322  1385   173  -200   389   162   120

1439976767720694065,-1064   -27   275   775  -218  -140   387   164   120

1439976767761148929,-1070    -8   271   367   213  -240   387   165   121

1439976767800231933,-1128   -46   214  -618  -139  -591   386   163   124

1439976767839780092,-1072   -79   165 -1108  -655  -559   387   161   124

1439976767879717111,-1032   -60   187 -1864  -752  -400   388   158   123

1439976767920149087,-1076   -89    96 -2340  -535  -517   388   151   126

1439976767960205078,-1047   -43   126 -2448  -713  -677   387   146   125

1439976767999866008, -997   -16   145 -3385   -43  -620   387   139   128

1439976768040124893,-1128   -22    71 -4114  -301  -922   386   130   131

1439976768080280065,-1058   -34    36 -3940  -369  -844   385   119   134

1439976768120357036,-1044    10    52 -4406   -30 -1008   384   109   136

1439976768159749984,-1043   -12    -4 -4803  -387  -951   382    96   137

1439976768200272083,-1069    -2   -43 -4695  -488 -1008   382    83   138

1439976768239741086,-1005    30   -44 -4818  -579  -982   381    72   137

1439976768280591011,-1004    41   -72 -5165  -541 -1036   381    58   136

1439976768320867061,-1004    59   -99 -4956 -1032  -680   382    44   132

1439976768359894990, -981    85   -72 -5137  -794  -628   383    30   127

1439976768399768114,-1033    76  -101 -5420  -467  -758   384    17   123

1439976768439714908,-1058    57  -150 -5314  -832  -782   383     1   117

1439976768480323076,-1030    78  -125 -5146  -539  -733   385   -10   111

1439976768520714044,-1079   103  -122 -5256  -455  -915   385   -22   104

1439976768559926033,-1076    96  -125 -5626  -926  -884   386   -33    96

1439976768599637985,-1022    92  -148 -5421  -808  -876   389   -43    84

1439976768639826059,-1003   141  -114 -5313  -458  -638   389   -53    75

1439976768679604053,-1070   156  -135 -5039  -332  -631   390   -64    66

1439976768719729900,-1063   192   -88 -4748  -595  -646   391   -72    57

1439976768759697914, -999   208   -31 -4858  -333  -785   393   -79    47

1439976768799632072, -982   157   -38 -5037  -130  -889   395   -85    39

1439976768840008020, -960   138   -70 -4653  -158  -550   397   -90    28

1439976768879818916,-1004   149   -44 -4640  -269  -441   397   -96    21

1439976768919946908,-1016   135    -6 -4336  -314  -256   398  -101    10

1439976768959810018,-1111   206   -24 -4323  -382  -314   399  -105     0

1439976768999723911,-1080   238     8 -4102  -485  -352   401  -110   -10

1439976769039750099,-1120   253    19 -4272  -545  -615   402  -111   -19

1439976769079679965,-1106   206   -27 -4642  -482  -908   405  -112   -30

1439976769119872093,-1103   160   -27 -4507  -493 -1029   408  -112   -42

1439976769160109043,-1089   121   -43 -4412  -332  -941   412  -110   -54

1439976769200107097,-1071   108   -17 -4320   210 -1314   415  -108   -63

1439976769240267038,-1111   109    20 -4106    -9 -1175   420  -105   -73

1439976769279917001,-1098   104    28 -4268  -395 -1225   424  -100   -81

1439976769320187091,-1015   131   -16 -4278  -305 -1298   429   -95   -92

1439976769359997034,-1032   114   -65 -4357  -251 -1344   433   -89  -102

1439976769400533914, -989   109   -92 -4080  -871  -881   436   -83  -113

1439976769439949989, -938   100   -78 -4290  -588  -760   439   -78  -126

1439976769479846000,-1031   118  -105 -4211    53 -1071   443   -72  -136

1439976769519973993,-1068   125  -148 -4179  -894 -1092   445   -62  -144

1439976769559829950, -992   141  -123 -4096  -663  -984   446   -53  -157

1439976769600095987, -996    99  -143 -4306  -520 -1059   448   -44  -166

1439976769640224933, -976    87  -157 -4129  -612  -755   451   -34  -174

1439976769680191993, -997    97  -168 -4038  -330  -595   452   -26  -183

1439976769720248937,-1016    80  -210 -4105  -219  -776   453   -17  -189

1439976769760097026, -999   102  -180 -3761  -429  -523   454    -9  -194

1439976769799619913, -965   132  -183 -4016   -95  -303   454    -2  -201

1439976769840032100,-1049   131  -234 -3813   166  -469   455     8  -203

1439976769879817008,-1021   143  -235 -3668  -183  -557   458    16  -207

1439976769919735908, -984   159  -268 -3503  -344  -642   458    27  -211

1439976769960063934,-1039   197  -329 -3891 -1201 -1091   458    36  -216

1439976769999783039,-1016   120  -346 -3133 -3994 -1140   454    48  -230

1439976770040132045,-1107    26  -341  -886 -7374 -2138   443    61  -256

1439976770079720973,-1062    94  -384   116 -9102 -2277   429    68  -281

1439976770120475053, -875   -39   -97 -1202 -6915 -2653   405    79  -313

1439976770159879922,-1113   -66    -5   839 -4771 -6413   390    97  -330

1439976770200193881,-1220  -236    66  4593 -7830 -4167   369   109  -350

1439976770240164995,-1240  -295   161  4047 -7922 -6572   338   107  -374

1439976770280097961, -961  -269   275  5258 -3599 -11575   311   116  -391

1439976770319782972, -669  -168   533  3498 -4076 -9720   293   128  -399

1439976770360004901, -647  -583   459  4161 -2662 -5291   274   128  -408

1439976770399816036, -801  -429   494  7207  -313 -9397   264   121  -413

1439976770440080881, -569  -569   514  4869 -4971 -7365   246   111  -420

1439976770479923009, -500  -717   607  6991 -2983 -6374   224    99  -426

1439976770520040988, -602  -537   629  9317 -4897 -3090   207    65  -430

1439976770559746980, -251  -459   752  8157 -6159   296   174    29  -434

1439976770600276947, -393  -412   830  6325 -1952 -2272   156    -1  -429

1439976770640225887, -364  -252   907  7267 -3018   395   144   -32  -425

1439976770679673910, -444  -196   863  5871   830 -1703   139   -60  -416

1439976770720347881, -443  -247   937  3254 -1282 -1742   139   -77  -410

1439976770759531974, -428  -220  1005  4028  -833 -2604   138   -89  -405

1439976770799655914, -427  -134   964  3407   493 -4572   145  -102  -399

1439976770839719057, -379  -144  1047  3179 -1084 -3400   153  -109  -394

1439976770879559993, -375  -117  1035  3960 -1110 -3465   156  -121  -387

1439976770920548915, -452  -235  1043  3414 -1220 -4894   164  -129  -381

1439976770959829092, -591   -88   956  4752 -7048 -2730   154  -139  -377

1439976770999902009, -301   -63  1180  4713 -9578 -2470   121  -153  -372

1439976771040302038, -270    71  1075  4660 -5760 -6217   113  -170  -362

1439976771080048084,  -91   281  1141  2944 -7093 -2858   100  -177  -356

1439976771120090961, -161   229  1043  1878 -4171 -5447    88  -183  -351

1439976771159699916,   44   325   904 -2723 -1546 -5182   100  -177  -354

1439976771201014995,   47    74   921  -916   925 -4611   113  -164  -363

1439976771240298032,  -98   297  1043 -2443  1373 -7345   140  -151  -366

1439976771280273914,  -62    94   867 -3329  2997 -5470   166  -130  -372

1439976771320298910, -122     2  1034  1427  -463 -6265   186  -117  -372

1439976771359674930, -113   209  1050  -303 -1394 -7554   201  -107  -373

1439976771399552106,  111   217   936 -1309   501 -6147   215   -89  -375

1439976771439611911, -106    98  1072 -1936  2880 -6488   239   -69  -375

1439976771479525089, -274    70  1079   443   213 -6752   255   -51  -373

1439976771520450115, -117   200  1063   976 -1081 -5237   262   -40  -372

1439976771560827970, -112   252  1024   605 -1126 -5456   268   -29  -372

1439976771600008010,  -91   172   949  1104 -1809 -4324   270   -20  -374

1439976771640253067, -110   155   946  1072 -1120 -5467   270   -12  -374

1439976771680258035,  -86   150   961  1030 -1218 -5182   273    -3  -375

1439976771721318006,  -66   224   962   988 -1087 -5346   275     6  -374

1439976771759721994, -108   123  1024   496 -1000 -4743   277    16  -376

1439976771800714015, -106   121  1018   699  -951 -5406   277    26  -377

1439976771839821100,  -45   226  1008  1592  -433 -5483   280    35  -377

1439976771879885911,  -45   310  1045   650  -443 -6068   283    45  -375

1439976771919905900,  -18   267  1054  -555   125 -6193   288    62  -375

1439976771960237979, -129   208  1017  1072   792 -4958   292    76  -373

1439976771999702930,  -97   331  1034  2213  1121 -4237   298    81  -371

1439976772040326118, -111   471  1082   -66   496 -2279   302    87  -368

1439976772080514907,   25   247  1007 -3101  1441 -4774   308   106  -366

1439976772120465040, -127   200   998  -288 -1765 -3921   307   122  -364

1439976772159801959,  -22   110  1032 -2356 -3671 -6388   294   142  -371

1439976772199774980,   27   137  1035 -2729  1002 -6086   290   165  -369

1439976772240415096,  -88   190  1077 -4279 -1702 -4888   285   190  -366

1439976772280116081,    0  -148  1074 -7568 -3819 -5501   270   225  -363

1439976772320180892,  -45  -156  1023 -15663  -559 -9256   255   280  -342

1439976772359858989,  118  -390  1094 -16736 -1363 -6205   232   357  -286

1439976772399858951,  212  -616   767 -12821   -33 -3584   219   397  -234

1439976772439929008,   77  -678   718 -8586  2950   491   221   415  -190

1439976772479882955,   42  -765   763 -11151  4040   152   228   426  -147

1439976772520004034, -160 -1298   351 -13243  3686 -2146   215   434   -86

1439976772560894966,   20  -954   155 -6754  2733 -2284   210   431   -37

1439976772600156068,   25 -1037   132 -7233  2455  -902   201   427    -5

